Study_Hours_Per_Week,Attendance_Percentage,Previous_Grades,Family_Income,Dropped_Out
9.9,40.8,32.4,49870.56,1
8.7,54.1,71.9,31341.98,1
,86.0,80.7,59407.08,0
20.6,82.2,71.9,68640.75,0
22.1,100.0,69.4,73124.71,0
14.8,94.2,77.2,51877.38,0
5.1,31.0,41.1,36566.74,1
20.6,87.8,74.6,35802.2,0
16.2,81.4,72.4,59875.29,0
5.7,34.3,47.1,51478.55,1
18.0,92.6,82.8,76188.11,0
18.7,100.0,74.3,68828.76,0
2.8,40.5,32.7,34014.47,1
2.5,40.3,37.1,24709.58,1
2.9,94.6,75.8,74582.43,0
10.5,82.9,72.7,50818.05,0
3.7,40.7,32.2,39054.7,1
17.5,100.0,72.9,57886.53,0
0.0,46.2,21.3,44437.18,1
20.9,85.7,63.5,47277.31,0
17.7,93.7,77.3,57717.48,0
11.9,86.2,75.2,58656.23,0
10.3,87.0,87.4,81792.76,0
16.5,100.0,72.8,60258.61,0
19.2,79.1,81.9,49372.74,0
11.0,88.8,94.1,68415.42,0
2.3,,41.2,56351.81,1
4.3,52.2,52.8,17795.99,1
22.2,95.7,95.7,65832.68,0
16.7,76.1,71.3,34316.1,0
2.4,29.5,43.7,32217.85,1
10.5,78.2,72.0,74025.61,0
19.6,90.9,92.2,48243.02,0
22.2,86.0,86.2,52499.45,0
18.2,85.7,86.7,24897.09,0
8.5,65.4,28.6,75769.67,1
3.3,51.2,30.9,39513.38,1
23.5,89.9,89.9,47115.86,0
3.5,55.3,30.6,10000.0,1
11.0,82.5,74.7,70538.1,0
16.2,85.7,75.4,92147.1,0
13.3,89.8,87.0,92138.81,0
14.3,89.1,88.6,72027.8,0
3.1,41.9,32.4,28074.22,1
21.1,96.5,74.9,69459.66,0
22.8,85.7,82.5,68919.63,0
3.2,25.5,44.8,41556.52,1
17.3,89.1,78.4,106281.42,0
9.3,87.5,84.9,96597.37,0
16.5,78.6,65.6,46185.53,0
15.2,99.5,88.5,34514.32,0
13.7,96.7,69.8,79901.37,0
15.8,94.5,92.8,56742.87,0
0.0,32.1,27.7,33253.28,1
24.0,83.6,91.3,67447.2,0
4.1,38.0,31.7,39996.05,1
20.5,88.3,87.4,39278.41,0
2.7,,51.8,31389.66,1
7.9,44.0,47.7,54643.41,1
21.0,94.8,70.8,82275.32,0
33.2,100.0,95.5,32186.84,0
16.4,89.9,75.6,60539.51,0
2.7,48.1,56.0,31528.55,1
3.6,53.2,32.3,33722.82,1
4.6,45.0,49.4,42886.27,1
4.7,66.6,51.3,62830.05,1
3.6,54.4,34.6,54914.7,1
7.4,54.4,37.1,37910.67,1
7.9,47.2,39.5,46260.68,1
27.7,80.6,78.1,79341.71,0
18.7,88.9,74.7,59922.13,0
2.4,51.6,48.3,46248.88,1
18.8,80.1,79.1,81601.83,0
4.3,42.8,28.5,44547.73,1
14.2,100.0,92.1,35428.32,0
21.5,95.9,59.1,45943.75,0
17.1,89.8,93.0,53214.23,0
15.0,,74.0,34159.01,0
5.3,37.3,35.7,28166.78,1
0.0,43.5,38.9,41784.8,1
19.3,91.8,90.9,75399.28,0
4.6,39.1,11.8,33350.9,1
4.0,63.4,61.4,61022.74,1
13.5,91.1,87.5,80000.96,0
,53.3,33.7,48498.82,1
23.8,65.6,80.6,114937.46,0
6.9,57.6,31.8,36996.04,1
24.1,98.5,81.2,81059.58,0
2.8,,37.7,36447.58,1
7.9,53.2,42.2,24596.16,1
9.4,44.1,16.1,62292.45,1
3.4,44.5,31.9,56465.41,1
26.2,90.0,74.1,57562.09,0
4.2,57.8,36.3,55961.25,1
21.9,90.5,78.6,82273.59,0
4.4,47.5,40.2,21633.85,1
1.0,58.8,48.7,15985.11,1
19.6,94.0,92.9,72265.89,0
,46.5,55.2,27231.19,1
8.7,90.5,70.5,92577.45,0
13.3,90.3,67.8,68019.04,0
3.4,42.5,41.6,44191.11,1
26.1,78.3,96.1,41226.19,0
18.5,87.8,97.4,92295.83,0
25.0,91.3,82.6,74048.36,0
12.0,79.8,80.3,80054.5,0
14.3,80.8,82.2,82438.27,0
1.5,36.2,36.6,25025.02,1
4.0,36.1,36.4,13911.17,1
19.6,89.6,77.6,94985.79,0
13.7,79.1,75.4,76442.85,0
18.4,96.4,94.7,63697.34,0
17.8,97.2,72.5,62560.28,0
2.5,51.4,21.6,10000.0,1
5.9,86.7,87.5,50332.97,0
12.6,93.5,83.7,83053.95,0
2.0,61.7,27.3,44587.65,1
18.5,78.4,83.4,56121.56,0
5.5,,26.7,36381.94,1
15.3,93.5,81.2,67723.55,0
23.7,100.0,98.2,64725.12,0
19.6,79.0,69.2,83046.25,0
12.9,79.3,69.2,59943.38,0
15.1,93.2,74.0,93815.89,0
19.7,99.2,78.8,56932.18,0
4.9,53.9,43.7,45913.84,1
7.2,45.9,32.0,34220.07,1
14.5,84.9,85.4,132782.28,0
16.6,,79.9,78450.39,0
6.5,55.6,42.8,19330.9,1
0.5,49.3,34.2,35318.04,1
0.0,41.7,34.1,54277.33,1
0.2,40.2,57.5,45768.39,1
,91.8,72.8,63099.69,0
1.5,58.1,50.3,60348.68,1
14.7,92.6,81.5,80365.25,0
5.2,,50.9,66087.1,1
8.5,58.0,26.7,34062.94,1
5.6,32.4,30.8,36693.86,1
16.8,85.7,93.6,44847.41,0
14.6,88.0,77.0,84395.83,0
7.1,22.2,52.6,20948.73,1
23.2,90.3,80.3,84516.34,0
15.6,91.2,86.0,48352.02,0
15.5,91.8,83.6,55018.42,0
14.9,92.9,89.6,59470.3,0
26.6,87.2,57.2,81621.36,0
8.4,40.6,43.2,30681.48,1
17.2,84.8,71.1,82442.9,0
20.6,,74.6,51038.76,0
13.0,79.1,65.2,61202.23,0
3.6,38.0,54.9,16338.86,1
0.7,46.9,49.6,30021.37,1
0.9,35.3,36.8,46384.61,1
2.7,48.0,41.1,41224.56,1
8.4,53.5,39.2,35330.45,1
20.0,94.9,81.9,38519.34,0
11.7,91.2,81.8,90833.93,0
16.9,94.2,80.1,81606.04,0
13.0,77.0,80.1,50781.32,0
5.7,62.6,25.2,28725.06,1
23.1,76.1,72.5,65528.2,0
1.7,42.5,14.5,69894.73,1
7.2,83.8,83.5,88076.05,0
23.7,83.0,77.8,61857.0,0
0.0,53.1,44.3,45157.66,1
5.8,53.3,57.6,54747.06,1
10.1,79.9,70.9,44920.49,0
11.6,79.0,76.8,43767.57,0
14.6,88.7,71.9,76617.82,0
1.0,64.0,29.6,56691.08,1
27.4,95.9,68.9,98962.35,0
3.9,,90.8,70050.08,0
16.0,87.0,72.7,65198.43,0
17.5,100.0,95.2,77096.0,0
9.6,35.6,28.7,28142.07,1
22.8,94.9,85.1,55565.68,0
22.9,76.7,72.5,99463.83,0
2.3,57.7,32.0,38847.58,1
12.1,80.1,78.9,31747.78,0
20.6,86.1,80.8,81815.62,0
27.1,84.4,75.3,76678.27,0
2.5,53.4,44.0,48320.37,1
15.6,95.6,86.6,71757.16,0
11.3,98.1,92.2,90116.57,0
19.4,97.3,66.0,110190.79,0
5.8,30.5,21.2,80597.04,1
19.0,,97.0,66206.77,0
16.7,95.1,80.2,26513.15,0
17.5,81.8,81.7,85938.65,0
7.7,54.3,31.0,60873.29,1
3.2,57.7,41.2,11251.12,1
21.1,88.7,76.7,59136.54,0
26.6,87.4,99.0,75474.79,0
14.3,75.1,62.6,79892.28,0
23.8,100.0,87.0,125150.7,0
21.7,95.5,83.0,38975.69,0
18.8,90.9,86.0,91966.46,0
16.0,91.3,72.5,62985.45,0
17.1,83.4,83.8,130184.13,0
14.4,84.5,85.5,83012.91,0
20.4,85.4,72.8,71527.66,0
5.8,38.9,41.6,46947.29,1
9.0,51.5,31.6,36600.07,1
18.7,89.1,84.9,61402.12,0
22.7,86.8,92.2,102129.3,0
12.0,38.1,43.1,31948.2,1
7.4,68.2,36.8,12373.6,1
16.7,78.9,73.9,104633.86,0
13.6,90.2,81.4,76949.77,0
32.3,86.3,88.4,85681.38,0
1.4,49.2,30.3,35521.0,1
4.7,64.2,50.8,26622.11,1
7.5,52.3,53.8,57007.71,1
19.2,,84.1,76037.07,0
15.2,84.9,73.9,57578.23,0
7.9,81.9,86.7,68758.24,0
22.5,82.9,88.0,79402.37,0
4.4,33.2,32.2,34905.92,1
17.6,94.8,87.1,53748.31,0
17.6,72.1,81.0,72814.71,0
14.8,84.0,76.2,46061.25,0
20.1,89.2,84.7,95803.85,0
,90.0,82.6,52261.24,0
23.8,82.6,81.9,64632.1,0
7.3,49.2,36.7,36938.18,1
20.3,86.2,95.2,62016.7,0
6.1,34.6,23.0,10131.3,1
1.4,36.0,24.3,62770.3,1
23.7,,75.4,65122.13,0
15.3,100.0,73.2,66614.93,0
14.9,82.5,82.0,55129.42,0
18.0,,66.1,55834.47,0
0.7,51.6,40.8,44025.2,1
18.7,89.5,72.0,80196.77,0
16.0,76.9,77.1,44472.29,0
6.8,45.9,28.3,36500.34,1
2.0,41.5,39.4,33670.35,1
10.4,92.7,82.4,67021.29,0
9.4,56.5,32.9,48181.85,1
9.2,92.6,63.8,56692.31,0
28.4,100.0,74.5,54961.17,0
2.2,42.2,58.6,24860.55,1
23.0,91.6,84.2,54299.46,0
16.0,100.0,81.1,80480.32,0
27.3,100.0,83.7,76248.4,0
19.9,72.7,78.4,87042.68,0
23.2,89.3,58.9,86235.36,0
3.0,59.3,35.1,39984.67,1
7.7,77.5,63.7,71012.22,0
3.8,41.6,32.9,25042.7,1
7.7,62.6,52.2,47128.44,1
6.9,38.0,64.1,20208.95,1
4.3,64.6,21.0,52699.41,1
3.7,49.6,26.9,21541.17,1
2.7,34.9,30.8,48651.89,1
19.4,91.8,64.7,57782.24,0
21.3,88.0,90.7,34605.78,0
14.2,99.4,81.2,69522.58,0
1.1,20.0,128.12051459058276,16297.67,1
10.5,91.9,71.9,74639.61,0
7.1,45.9,33.4,34595.48,1
4.7,43.8,37.7,21311.46,1
3.1,58.3,44.9,43329.99,1
13.9,99.3,66.1,99052.83,0
12.1,88.6,70.5,53827.08,0
18.8,97.4,90.0,52700.76,0
5.5,46.5,26.1,35820.18,1
20.7,86.4,78.0,53166.9,0
7.3,37.9,44.8,45973.19,1
1.8,48.9,30.4,47111.62,1
13.6,81.2,84.6,77713.72,0
20.6,86.8,66.6,35021.24,0
19.2,79.8,82.8,39364.4,0
13.7,100.0,85.2,82610.62,0
21.0,93.7,85.6,65060.7,0
0.0,53.6,45.7,40421.56,1
21.0,100.0,94.3,50771.69,0
6.2,82.0,95.5,62456.72,0
5.5,36.1,49.1,51905.03,1
4.5,35.7,47.6,63014.3,1
20.8,80.3,78.6,96427.42,0
3.4,35.9,49.9,47748.77,1
13.4,80.4,76.8,52665.09,0
24.1,94.2,90.7,106080.08,0
0.7,23.5,41.1,56969.31,1
15.1,77.5,87.6,44021.03,0
19.5,89.3,89.2,67969.31,0
8.2,82.4,80.7,44417.99,0
0.0,19.5,58.0,37040.29,1
20.6,94.9,81.6,57008.56,0
20.4,87.1,70.2,74715.54,0
23.5,85.0,79.6,39341.16,0
1.3,39.2,38.5,47433.85,1
8.7,45.4,45.8,46616.28,1
5.1,59.1,44.5,54052.3,1
24.6,87.0,92.3,87508.19,0
8.4,16.3,45.6,35093.26,1
12.1,85.6,69.1,46155.99,0
12.8,100.0,86.9,12545.76,0
10.4,100.0,80.5,60358.11,0
17.2,,90.2,60745.59,0
6.1,31.3,46.9,10000.0,1
6.7,34.6,35.1,59812.39,1
3.6,,58.7,25943.95,1
16.4,100.0,82.2,66377.36,0
23.2,83.5,65.6,37680.54,0
15.7,96.7,78.9,111375.59,0
0.0,25.6,39.0,18387.45,1
11.1,83.9,89.8,76783.63,0
,100.0,68.5,87880.54,0
21.4,85.5,77.0,25818.42,0
5.4,29.1,46.1,36144.35,1
8.7,59.3,24.7,52555.35,1
30.2,97.7,86.3,78984.42,0
16.0,87.6,76.6,94257.07,0
3.9,50.1,37.7,53381.53,1
,67.9,38.6,49833.01,1
1.7,42.9,43.8,44631.8,1
2.2,75.1,51.3,55150.24,1
21.0,100.0,65.5,56452.75,0
21.4,77.9,92.3,89642.25,0
7.6,94.4,67.6,70066.07,0
18.7,94.9,62.6,56014.67,0
0.0,22.9,44.3,26490.4,1
12.1,79.9,78.1,76533.22,0
19.6,80.4,72.5,68978.46,0
16.6,88.3,85.1,101376.73,0
22.2,82.2,83.3,72298.72,0
6.3,38.4,47.7,29603.27,1
16.6,79.2,78.3,55243.34,0
21.3,86.2,81.4,95347.2,0
9.1,84.7,85.7,59496.33,0
3.7,24.6,61.0,61828.6,1
12.6,81.0,85.4,69308.94,0
6.0,16.4,33.4,38915.52,1
11.0,89.6,89.5,83336.52,0
14.1,94.0,79.0,61859.28,0
2.9,35.9,34.7,64058.05,1
,37.2,46.7,49941.3,1
3.8,63.6,32.1,48503.96,1
26.6,94.8,70.9,48110.38,0
,36.7,34.5,16765.37,1
18.9,87.0,80.6,62957.97,0
,86.1,70.4,88883.2,0
1.7,70.1,60.6,23626.22,1
1.5,50.9,31.3,47325.57,1
21.2,84.2,73.4,48766.19,0
10.0,87.0,87.0,100543.7,0
18.9,85.2,71.0,82673.94,0
9.8,53.7,42.8,43670.08,1
3.3,27.9,24.0,72351.32,1
13.9,84.1,68.7,91667.39,0
22.4,82.7,73.2,87366.74,0
18.1,97.4,97.8,114158.58,0
4.1,41.4,49.9,27161.78,1
0.0,21.6,36.7,25262.74,1
13.9,85.3,78.6,60873.66,0
0.0,52.8,36.8,13355.96,1
4.2,31.5,37.0,57169.74,1
22.9,92.1,80.9,45161.76,0
14.2,94.5,91.8,82162.75,0
13.2,95.2,80.9,108886.61,0
17.5,76.8,85.2,105766.77,0
18.4,88.7,88.1,38421.77,0
18.3,78.7,85.6,114888.13,0
,86.4,76.5,59503.78,0
23.8,83.5,87.7,100775.55,0
0.0,53.8,43.1,17094.39,1
16.4,88.1,68.1,66258.15,0
25.3,79.2,84.1,68100.01,0
16.6,84.3,79.3,66670.51,0
20.8,94.3,82.7,45754.06,0
6.7,92.5,77.3,77530.49,0
11.2,92.3,91.0,71020.43,0
1.2,34.4,28.2,87371.1,1
0.0,19.9,30.2,43024.49,1
4.6,40.0,38.9,38081.99,1
20.7,89.5,68.7,120840.68,0
22.7,88.7,93.9,63426.95,0
18.9,,86.0,100268.67,0
10.3,98.3,85.8,67488.85,0
3.3,50.1,47.8,42032.86,1
2.8,61.2,53.0,43195.06,1
23.2,98.5,76.9,73408.09,0
1.2,26.1,51.8,57416.39,1
15.3,100.0,70.6,72697.48,0
12.2,100.0,76.2,92174.08,0
8.5,36.3,45.2,54585.94,1
19.3,81.8,79.7,95125.62,0
5.1,66.6,42.3,19463.62,1
17.1,82.1,82.9,78100.09,0
10.5,52.6,35.9,66942.21,1
3.4,27.0,50.7,30841.98,1
20.5,84.1,75.7,51263.32,0
18.1,96.7,79.0,73065.07,0
28.5,90.1,72.2,71178.02,0
23.6,99.3,78.3,69539.6,0
18.6,88.0,63.0,95995.95,0
22.8,,87.1,56606.3,0
15.4,83.8,84.4,61713.04,0
21.2,85.7,62.5,51525.09,0
7.8,53.3,39.9,34355.43,1
7.0,33.4,34.6,10000.0,1
17.6,100.0,78.7,39184.94,0
13.4,75.9,85.0,61913.8,0
7.4,38.5,45.9,33839.61,1
2.6,,47.4,23303.15,1
3.6,31.8,39.1,28431.4,1
26.9,89.5,80.9,66870.74,0
18.0,79.6,75.6,66280.82,0
12.3,99.8,71.6,75193.42,0
8.4,28.2,53.2,39026.8,1
6.3,42.2,43.9,32928.19,1
0.1,36.3,52.8,10000.0,1
0.5,52.2,34.1,26328.49,1
17.3,78.6,83.2,102775.22,0
0.0,46.2,42.8,51249.92,1
6.0,41.0,43.5,49123.64,1
15.8,87.4,96.1,93118.96,0
17.2,85.8,97.0,32264.49,0
14.3,82.2,69.0,24689.04,0
8.4,69.4,29.2,10000.0,1
2.9,32.9,25.2,50789.06,1
21.8,,78.3,31999.24,0
12.6,88.9,81.7,53619.84,0
4.8,35.0,56.0,26961.69,1
19.8,76.3,60.9,64179.48,0
23.3,93.1,85.4,70599.54,0
5.2,30.6,36.4,70439.46,1
19.2,86.7,93.8,51060.29,0
6.3,18.7,33.7,41747.18,1
24.2,79.5,93.9,70067.44,0
16.8,100.0,79.8,47056.89,0
23.5,88.9,75.1,41697.5,0
15.2,84.7,80.1,77673.42,0
26.7,75.9,69.0,49907.77,0
23.2,89.3,78.6,79106.04,0
14.8,79.1,70.7,40927.93,0
17.4,82.8,73.5,36363.41,0
9.0,56.9,47.0,38248.62,1
11.5,77.2,73.8,49008.81,0
21.9,82.0,78.2,38818.25,0
22.1,77.8,83.0,44970.59,0
24.5,99.8,82.5,53778.88,0
20.6,85.8,87.1,76271.85,0
16.8,98.4,88.9,61614.77,0
9.9,89.7,80.6,43083.37,0
21.1,93.2,92.9,86474.11,0
22.5,89.2,93.4,43664.61,0
19.0,84.9,87.5,122784.12,0
17.6,98.7,71.7,44677.95,0
20.5,83.7,83.4,84833.14,0
19.5,81.4,80.7,92978.9,0
21.7,83.6,80.4,48253.17,0
10.9,97.4,72.1,77244.17,0
,96.3,86.4,35348.77,0
17.8,94.3,76.8,54605.52,0
28.1,81.7,71.2,54963.65,0
0.0,57.4,23.9,38231.13,1
18.3,81.7,69.2,11652.74,0
13.6,85.0,62.8,65100.95,0
1.4,34.9,41.9,13678.46,1
4.8,26.5,65.2,53741.42,1
22.9,83.4,55.2,61111.32,0
2.5,42.6,45.5,14052.62,1
0.0,58.8,44.2,61669.06,1
15.8,82.5,78.4,52549.5,0
5.2,34.0,47.1,31429.57,1
15.2,77.3,72.6,50751.39,0
,100.0,79.7,68892.51,0
15.4,90.0,80.1,56806.36,0
27.4,80.3,81.0,61430.6,0
17.0,92.3,73.6,72181.41,0
21.6,90.6,82.5,78955.74,0
19.7,87.5,60.3,95825.79,0
10.9,88.9,82.3,73494.19,0
27.9,88.4,93.8,59309.03,0
6.9,31.6,21.8,28863.33,1
11.6,96.1,73.0,82601.69,0
13.6,84.4,85.6,73202.44,0
12.5,84.8,75.3,43693.48,0
27.1,85.4,83.8,48046.6,0
12.2,91.8,77.8,90266.47,0
1.8,44.4,34.3,28662.11,1
0.0,21.4,47.4,41477.28,1
21.6,95.9,83.3,104651.89,0
18.1,74.1,83.4,70525.62,0
15.0,85.9,78.5,44087.45,0
,81.8,98.4,73149.02,0
15.1,83.5,70.0,96820.68,0
6.2,35.3,53.1,37210.32,1
18.8,98.8,79.6,101296.61,0
13.5,80.6,78.2,62657.26,0
10.7,80.0,79.6,81632.26,0
26.4,92.4,47.3,38193.98,0
21.0,82.5,93.3,90727.99,0
18.3,85.0,74.4,91854.75,0
1.1,56.0,41.6,51980.96,1
1.0,46.5,44.5,22864.27,1
17.1,98.3,74.1,60044.68,0
9.6,89.6,67.2,51909.93,0
19.2,89.7,82.8,64487.38,0
14.8,88.1,77.6,66132.08,0
21.1,94.3,66.6,46276.15,0
23.8,100.0,84.2,103959.31,0
12.9,85.1,74.2,41430.38,0
4.7,47.8,40.7,32158.25,1
19.2,68.9,84.1,69190.9,0
27.6,83.8,95.2,101054.45,0
21.8,100.0,87.8,80316.09,0
12.5,84.8,81.5,51485.37,0
5.8,55.7,38.7,14797.0,1
1.5,37.4,46.8,55313.59,1
15.5,88.1,75.8,64716.94,0
3.6,20.8,49.4,43081.01,1
2.9,55.8,44.9,60562.76,1
5.3,28.1,47.9,24944.34,1
13.6,88.0,89.1,87074.92,0
24.6,93.3,88.2,92847.71,0
7.6,55.6,39.3,37839.99,1
20.6,87.8,85.7,45829.7,0
11.7,70.3,78.2,59089.9,0
12.1,84.9,68.0,48472.72,0
2.5,35.8,49.5,77564.75,1
13.4,79.8,78.9,62974.4,0
4.2,53.9,40.7,16478.22,1
7.0,64.9,34.8,25562.5,1
2.0,37.4,40.5,35619.19,1
6.0,46.5,19.9,52020.91,1
12.3,79.5,78.7,52338.25,0
24.8,78.5,79.6,72218.22,0
15.9,80.3,84.6,82078.18,0
6.9,56.7,47.7,14982.59,1
5.2,37.6,33.8,18346.17,1
1.2,51.4,51.4,58683.82,1
24.5,84.7,71.9,70902.6,0
18.6,83.7,67.4,62335.71,0
1.9,47.1,59.5,43022.8,1
18.4,73.0,98.1,52856.67,0
3.3,40.3,56.8,39147.89,1
18.1,94.4,82.7,50918.81,0
20.4,86.5,81.5,81398.81,0
15.8,99.6,78.1,67267.47,0
7.0,61.4,41.8,48655.66,1
18.7,74.7,70.6,55290.2,0
3.9,63.4,55.9,21831.73,1
22.5,86.8,58.9,76716.49,0
20.7,96.4,53.2,49622.78,0
3.3,43.8,29.2,35128.92,1
18.2,91.7,55.3,51598.89,0
15.3,86.8,71.4,54775.16,0
19.1,76.4,76.6,100005.14,0
4.0,30.2,36.5,16366.35,1
19.5,81.6,73.5,78091.71,0
0.0,70.0,31.5,48983.69,1
13.2,88.9,84.1,50540.06,0
8.8,59.0,61.6,49672.04,1
5.4,52.2,30.0,65409.37,1
11.7,98.2,80.7,67503.64,0
22.1,100.0,72.6,62275.1,0
3.2,53.6,49.6,70788.36,1
,52.1,53.5,46095.15,1
30.9,77.0,84.8,83149.13,0
18.5,75.1,58.4,71568.35,0
9.8,98.2,89.4,67465.24,0
21.1,100.0,75.1,63448.12,0
16.2,94.5,68.2,105137.09,0
5.5,33.9,38.4,72289.89,1
5.0,63.0,32.7,27688.05,1
6.4,49.8,56.5,53287.61,1
17.3,88.6,86.6,38052.12,0
28.2,79.9,81.3,90576.27,0
15.3,95.5,75.1,69609.94,0
16.9,85.8,89.7,94570.59,0
21.2,75.1,84.4,96352.45,0
18.0,93.3,68.9,63732.47,0
14.9,80.8,65.9,68389.13,0
16.6,91.0,73.4,18734.2,0
17.9,91.7,79.5,66161.06,0
24.6,80.9,98.7,72720.98,0
17.5,,88.9,49819.89,0
12.3,99.7,93.6,64050.72,0
12.7,88.1,76.8,48952.56,0
15.0,77.2,84.8,85000.03,0
20.3,92.7,91.4,33998.86,0
17.7,79.0,79.0,77597.99,0
4.6,46.8,38.3,51741.22,1
3.8,48.9,40.5,49275.65,1
3.8,75.7,58.6,56947.25,1
17.7,83.2,83.7,88079.08,0
13.2,88.2,62.7,31798.39,0
0.0,45.4,22.8,44013.88,1
10.1,100.0,79.8,108314.89,0
5.4,32.9,33.0,41616.66,1
7.8,33.9,31.3,44723.93,1
4.6,57.9,46.9,24967.92,1
29.6,87.4,64.4,102000.15,0
17.6,99.0,99.8,68502.01,0
15.0,89.1,68.7,57788.37,0
17.2,95.8,81.4,94297.46,0
21.3,81.9,71.8,69563.62,0
11.2,,97.6,50819.11,0
16.5,86.8,90.0,57909.25,0
4.7,41.1,57.0,35969.3,1
1.0,59.8,36.4,43157.68,1
12.8,94.4,82.2,71834.46,0
1.3,22.3,44.8,23509.16,1
3.1,43.9,34.1,33640.61,1
24.6,90.2,80.6,118746.09,0
,100.0,85.7,61901.04,0
22.7,,81.4,68973.84,0
10.5,81.6,69.9,65559.06,0
2.5,,43.8,38833.89,1
14.9,87.2,83.6,77935.38,0
11.5,85.1,84.4,57764.47,0
8.3,61.3,27.0,37122.6,1
13.0,73.0,82.2,104837.01,0
20.7,90.7,80.3,80811.62,0
19.2,76.6,77.6,63879.67,0
22.9,79.1,94.3,92349.51,0
12.9,82.0,82.1,73182.87,0
16.5,93.6,83.7,90235.05,0
16.0,81.6,100.0,63999.89,0
5.2,44.3,18.7,39523.58,1
3.8,54.2,33.7,20212.62,1
19.1,73.9,90.8,70273.37,0
6.0,95.2,68.0,97811.4,0
2.0,26.8,39.2,69648.65,1
15.0,85.7,79.2,56690.41,0
20.9,85.4,82.1,32925.35,0
21.4,83.7,77.1,69749.08,0
18.5,77.1,94.7,65743.14,0
3.0,31.5,58.3,36854.51,1
3.9,38.0,23.4,65348.8,1
11.8,94.4,70.6,48460.18,0
23.9,90.6,69.8,64787.67,0
18.1,99.6,72.3,83027.33,0
15.5,81.1,80.1,58770.11,0
2.7,35.6,40.2,52064.72,1
13.6,96.0,64.5,40357.45,0
21.8,77.6,93.2,94601.45,0
20.5,90.8,76.1,63729.87,0
9.7,84.6,81.1,71739.62,0
26.0,80.9,93.8,36985.58,0
23.0,96.7,65.5,90905.16,0
24.9,86.0,76.7,76389.25,0
16.8,89.3,80.5,60177.8,0
18.8,100.0,90.1,54941.56,0
18.4,78.8,87.2,63702.52,0
24.5,,52.9,80840.76,0
21.2,91.2,77.5,80286.33,0
4.1,23.3,24.9,52708.08,1
22.2,87.3,88.3,83865.79,0
13.9,84.0,76.0,45229.57,0
10.8,87.5,83.9,53150.42,0
19.0,72.0,78.3,53664.37,0
17.1,83.7,98.9,61994.29,0
15.4,88.8,86.9,32258.13,0
20.5,88.1,89.4,42366.4,0
22.9,91.4,78.1,76864.56,0
21.0,81.9,78.0,67497.67,0
4.5,36.1,37.9,54839.67,1
12.6,91.1,72.0,81409.16,0
10.8,38.4,42.3,60517.46,1
20.6,86.8,83.9,66083.28,0
133.60078353455907,36.3,33.0,46801.32,1
26.5,86.0,84.2,75552.39,0
15.1,94.0,73.4,65355.96,0
3.2,35.9,28.6,48625.58,1
21.8,89.9,62.0,73320.14,0
20.2,84.8,70.6,81871.77,0
22.9,92.8,99.0,54091.86,0
18.3,82.3,60.7,89785.44,0
20.1,92.1,90.5,81350.49,0
6.9,27.3,31.3,26839.86,1
25.0,83.1,100.0,62528.81,0
23.9,98.5,85.8,60153.02,0
17.4,100.0,81.9,100486.6,0
20.6,84.6,64.5,62044.0,0
15.6,89.9,73.5,63295.74,0
16.8,86.4,84.5,87617.55,0
3.1,25.9,38.6,25926.11,1
5.6,31.4,50.0,13439.61,1
14.0,73.3,87.4,64320.0,0
18.0,87.3,73.7,114018.48,0
13.2,92.1,91.6,101524.49,0
7.0,54.6,41.9,29210.22,1
20.0,96.1,79.3,55865.01,0
13.7,88.6,70.5,83910.01,0
3.0,75.4,52.8,54050.21,1
19.5,86.8,82.8,82334.88,0
28.0,84.6,86.5,119449.43,0
5.9,43.6,56.8,25211.3,1
18.4,80.4,80.6,58909.31,0
23.2,84.5,86.7,82702.57,0
7.6,93.3,60.0,88343.31,0
,81.5,80.6,75646.63,0
21.5,90.3,71.6,100087.7,0
17.8,91.7,65.7,58677.06,0
10.1,89.2,73.2,46264.57,0
3.5,78.7,89.8,90533.64,0
27.8,83.4,79.2,27083.36,0
9.0,94.2,81.6,31482.69,0
0.9,26.7,31.5,27137.91,1
11.4,37.9,39.4,22081.16,1
5.9,35.4,41.6,43658.2,1
1.8,48.1,51.5,16255.63,1
18.1,96.6,81.6,84064.02,0
14.9,80.5,83.1,44749.68,0
11.1,,78.4,33483.73,0
1.9,45.8,59.5,41827.95,1
14.1,91.6,85.1,10000.0,0
8.5,92.2,80.6,56229.67,0
6.5,55.9,144.9259834864112,11622.84,1
18.2,89.7,72.1,117950.43,0
12.5,76.6,65.9,48685.07,0
10.0,82.4,69.7,85058.22,0
12.6,76.1,95.7,62289.43,0
24.6,82.2,70.4,85054.21,0
26.3,80.8,65.1,55504.15,0
,80.5,79.2,71428.24,0
4.3,48.0,46.8,46239.47,1
2.2,61.0,55.4,28763.06,1
,28.2,26.6,29489.13,1
7.0,33.4,41.1,30882.31,1
14.2,94.4,79.1,64139.99,0
0.0,37.5,23.5,43414.59,1
15.8,100.0,79.9,65753.91,0
0.1,45.4,34.2,23315.6,1
20.2,79.7,61.3,136705.36,0
22.0,95.8,68.4,99697.94,0
13.5,87.0,90.2,52475.09,0
9.3,79.3,82.4,79551.52,0
4.7,43.0,54.2,39760.62,1
18.0,83.2,71.4,55248.76,0
25.9,100.0,82.3,82607.28,0
23.7,98.4,73.9,51416.4,0
30.4,91.8,83.8,54190.31,0
7.0,41.8,35.0,54215.95,1
